Time,Emotion,Confidence
02:25:56 PM,sad,45.7
02:26:02 PM,sad,54.0
02:26:07 PM,sad,73.3
02:26:12 PM,sad,98.5
02:26:18 PM,sad,75.4
02:26:23 PM,sad,76.3
02:26:28 PM,sad,96.9
02:26:33 PM,sad,97.9
02:26:38 PM,sad,52.2
02:26:45 PM,sad,60.4
02:26:50 PM,sad,48.1
02:26:55 PM,sad,76.5
02:27:01 PM,sad,60.4
02:27:07 PM,sad,97.9
02:27:12 PM,sad,89.2
02:27:24 PM,sad,76.6
02:27:29 PM,sad,88.0
02:27:34 PM,sad,93.2
02:27:39 PM,sad,41.8
02:27:45 PM,sad,84.9
02:27:52 PM,sad,99.3
02:27:59 PM,sad,89.6
02:28:05 PM,sad,93.3
02:28:10 PM,sad,99.3
02:28:15 PM,sad,90.4
02:28:23 PM,sad,83.5
02:28:28 PM,sad,99.5
02:28:33 PM,sad,99.8
02:28:38 PM,sad,99.1
02:28:43 PM,sad,66.7
02:28:48 PM,sad,56.7
02:28:59 PM,sad,40.1
02:29:12 PM,sad,85.4
02:29:17 PM,sad,79.9
02:29:21 PM,angry,84.4
02:29:26 PM,angry,99.0
02:29:30 PM,sad,94.9
02:29:35 PM,sad,74.9
02:29:40 PM,sad,47.3
02:29:45 PM,sad,51.0
02:29:51 PM,sad,55.5
02:29:57 PM,sad,38.5
02:30:02 PM,sad,98.7
02:30:07 PM,sad,57.5
02:30:11 PM,angry,77.3
02:30:14 PM,sad,98.5
02:30:20 PM,sad,100.0
02:30:25 PM,sad,70.3
02:30:30 PM,sad,99.2
02:30:35 PM,sad,55.7
02:30:40 PM,sad,99.4
02:30:45 PM,sad,95.3
02:30:50 PM,sad,39.7
02:30:55 PM,sad,94.3
02:31:00 PM,sad,99.9
02:31:06 PM,sad,86.3
02:31:13 PM,sad,50.8
02:31:19 PM,sad,94.8
02:31:29 PM,sad,83.9
02:31:33 PM,angry,53.8
02:31:39 PM,angry,69.0
02:31:44 PM,angry,99.4
02:31:50 PM,angry,95.7
02:31:55 PM,angry,99.6
02:32:01 PM,sad,61.9
02:32:06 PM,sad,99.5
02:32:11 PM,sad,83.6
02:32:16 PM,sad,99.5
02:32:21 PM,sad,98.9
02:32:26 PM,sad,86.1
02:32:36 PM,sad,58.6
02:32:41 PM,sad,99.9
02:32:46 PM,sad,99.8
02:32:51 PM,sad,99.1
02:32:56 PM,sad,71.2
02:33:02 PM,sad,87.5
02:33:09 PM,sad,79.8
02:33:14 PM,sad,73.2
02:33:19 PM,sad,99.0
02:33:24 PM,sad,98.2
02:33:29 PM,sad,81.4
02:33:50 PM,sad,54.9
02:33:56 PM,sad,87.0
02:34:01 PM,sad,54.7
02:34:06 PM,sad,54.4
02:34:11 PM,sad,60.2
02:34:16 PM,sad,77.4
02:34:21 PM,angry,99.1
02:34:26 PM,angry,93.7
02:34:27 PM,sad,99.3
02:34:32 PM,sad,99.4
02:34:37 PM,sad,99.6
02:34:42 PM,sad,46.4
02:34:56 PM,sad,96.6
02:35:01 PM,sad,83.9
02:36:08 PM,,42.4
02:36:09 PM,sad,89.7
02:36:14 PM,sad,77.7
02:36:20 PM,sad,91.1
02:36:25 PM,sad,99.1
02:36:30 PM,sad,83.1
02:36:35 PM,sad,99.7
02:36:41 PM,sad,99.8
02:36:46 PM,sad,96.8
02:36:51 PM,sad,86.2
02:36:57 PM,sad,87.0
02:37:02 PM,sad,50.3
02:37:07 PM,sad,78.8
02:37:12 PM,sad,90.1
02:37:17 PM,sad,63.8
02:37:22 PM,sad,57.9
02:37:27 PM,sad,58.2
02:37:30 PM,neutral,63.2
02:37:35 PM,sad,95.3
02:38:03 PM,sad,66.1
02:39:08 PM,sad,44.5
02:39:18 PM,sad,70.6
02:39:35 PM,sad,98.5
02:39:43 PM,sad,68.4
02:39:54 PM,sad,47.8
02:39:59 PM,sad,87.9
02:40:04 PM,sad,73.0
02:40:09 PM,sad,71.0
02:40:14 PM,sad,61.8
02:40:19 PM,sad,68.7
02:40:25 PM,sad,51.5
02:40:30 PM,sad,96.4
02:40:35 PM,sad,88.6
02:40:40 PM,sad,56.1
02:40:46 PM,sad,94.4
02:40:51 PM,angry,96.4
02:40:53 PM,sad,65.0
02:40:56 PM,angry,69.8
02:41:02 PM,angry,93.3
02:41:16 PM,angry,43.9
02:41:19 PM,sad,64.4
02:41:36 PM,sad,50.0
02:41:54 PM,sad,99.4
02:41:59 PM,sad,51.8
02:42:03 PM,angry,69.8
02:42:08 PM,angry,75.5
02:42:13 PM,angry,74.3
02:42:18 PM,angry,76.9
02:42:23 PM,angry,63.2
02:42:28 PM,angry,79.1
02:42:33 PM,angry,76.6
02:42:38 PM,angry,40.3
02:42:44 PM,angry,64.7
02:42:49 PM,angry,76.7
02:42:54 PM,angry,74.8
02:42:59 PM,angry,55.7
02:43:04 PM,angry,52.9
02:43:09 PM,angry,74.5
02:43:14 PM,angry,79.5
02:43:19 PM,angry,78.8
02:43:25 PM,angry,78.1
02:43:30 PM,angry,63.5
02:43:35 PM,angry,56.4
02:43:40 PM,angry,76.5
02:43:46 PM,angry,85.4
02:43:51 PM,angry,64.5
02:43:56 PM,angry,70.1
02:44:01 PM,angry,77.3
02:44:06 PM,angry,63.6
02:44:11 PM,angry,80.1
02:44:16 PM,angry,72.8
02:44:22 PM,angry,82.2
02:44:27 PM,angry,59.7
02:44:32 PM,angry,79.4
02:44:37 PM,angry,76.4
02:44:42 PM,angry,74.6
02:44:47 PM,angry,76.4
02:44:52 PM,angry,63.3
02:44:57 PM,angry,52.8
02:45:03 PM,angry,70.8
02:45:08 PM,angry,79.6
02:45:13 PM,angry,48.8
02:45:21 PM,angry,69.4
02:45:26 PM,angry,32.4
02:45:31 PM,angry,78.4
02:45:36 PM,angry,74.1
02:45:41 PM,angry,52.8
02:45:46 PM,angry,66.6
02:45:51 PM,angry,45.7
02:45:59 PM,angry,48.9
02:46:06 PM,angry,84.5
02:46:15 PM,angry,49.2
02:46:20 PM,angry,74.0
02:46:25 PM,angry,75.6
02:46:30 PM,angry,75.8
02:46:36 PM,angry,64.1
02:46:42 PM,angry,90.5
02:46:47 PM,angry,75.0
02:46:53 PM,angry,67.7
02:46:59 PM,angry,75.0
02:47:05 PM,angry,81.3
02:47:10 PM,angry,69.6
02:47:15 PM,angry,76.4
02:47:20 PM,angry,51.6
02:47:25 PM,angry,72.4
02:47:29 PM,sad,62.1
02:47:34 PM,sad,73.4
02:47:38 PM,angry,44.3
02:47:50 PM,angry,77.3
02:47:55 PM,angry,80.1
02:48:01 PM,angry,79.0
02:48:06 PM,angry,77.4
02:48:11 PM,angry,66.3
02:48:18 PM,angry,78.2
02:48:28 PM,angry,81.5
02:48:35 PM,angry,85.9
02:48:41 PM,angry,85.6
02:48:47 PM,angry,99.7
02:48:54 PM,angry,73.9
02:49:00 PM,angry,79.5
02:49:10 PM,angry,71.6
02:49:15 PM,angry,84.3
02:49:24 PM,angry,81.3
02:49:30 PM,sad,63.4
02:49:31 PM,angry,90.7
02:49:36 PM,angry,92.0
02:49:38 PM,sad,96.9
02:49:43 PM,sad,62.7
02:49:48 PM,sad,52.0
02:49:52 PM,angry,76.5
02:49:58 PM,angry,69.7
02:50:03 PM,angry,99.7
02:50:09 PM,angry,46.4
02:50:14 PM,angry,82.1
02:50:23 PM,angry,81.1
02:50:28 PM,angry,99.8
02:50:33 PM,angry,99.5
02:50:38 PM,angry,65.7
02:50:43 PM,angry,99.2
02:50:49 PM,angry,90.6
02:50:54 PM,angry,81.8
02:51:00 PM,angry,83.4
02:51:06 PM,angry,99.8
02:51:14 PM,angry,65.0
02:51:33 PM,angry,99.7
02:51:39 PM,angry,82.9
02:51:46 PM,angry,81.0
02:51:51 PM,angry,82.2
02:51:57 PM,angry,81.6
02:52:02 PM,angry,78.8
02:52:08 PM,angry,79.0
02:52:14 PM,angry,80.7
05:08:55 PM,,89.0
05:08:55 PM,angry,80.8
05:09:00 PM,angry,59.3
05:09:05 PM,neutral,87.1
05:09:10 PM,neutral,60.5
05:09:15 PM,neutral,52.9
05:09:16 PM,angry,46.2
05:09:22 PM,angry,50.3
05:09:27 PM,angry,58.2
05:09:32 PM,angry,57.7
05:09:35 PM,neutral,51.5
05:09:40 PM,neutral,61.5
05:09:46 PM,neutral,67.4
05:09:50 PM,angry,34.2
05:09:55 PM,angry,55.5
05:10:00 PM,angry,39.6
05:10:06 PM,angry,55.9
05:10:11 PM,angry,75.8
05:10:13 PM,sad,80.7
05:10:18 PM,sad,67.0
05:10:23 PM,sad,98.7
05:10:28 PM,sad,98.0
05:10:33 PM,sad,44.4
05:10:39 PM,sad,58.1
05:10:44 PM,sad,51.1
05:10:49 PM,sad,73.8
05:10:49 PM,angry,66.5
05:10:52 PM,neutral,84.1
05:10:58 PM,neutral,59.6
05:11:03 PM,neutral,94.9
05:11:08 PM,neutral,71.6
05:11:11 PM,sad,76.2
05:11:16 PM,sad,62.4
05:11:18 PM,angry,99.8
05:11:20 PM,sad,75.3
05:11:25 PM,sad,60.9
05:11:31 PM,sad,62.7
05:11:36 PM,sad,76.7
05:11:40 PM,neutral,35.1
05:11:45 PM,neutral,61.1
05:11:50 PM,sad,89.1
05:11:55 PM,sad,99.6
05:12:00 PM,sad,97.5
05:12:06 PM,sad,91.8
05:12:11 PM,sad,51.0
05:12:16 PM,sad,49.1
05:12:19 PM,neutral,47.8
05:12:24 PM,neutral,69.2
05:12:29 PM,neutral,57.7
05:12:34 PM,angry,97.9
05:12:35 PM,neutral,92.5
05:12:36 PM,sad,96.2
05:12:41 PM,sad,81.9
05:12:46 PM,sad,94.7
05:12:51 PM,sad,88.7
05:12:56 PM,sad,89.0
05:13:01 PM,sad,98.3
05:13:07 PM,sad,99.7
05:13:12 PM,sad,39.5
05:13:17 PM,sad,95.2
05:13:22 PM,sad,46.6
05:13:27 PM,neutral,70.1
05:13:27 PM,sad,42.1
05:13:33 PM,sad,37.5
05:13:38 PM,sad,38.4
05:13:41 PM,neutral,64.5
05:13:44 PM,angry,37.8
05:13:49 PM,angry,39.8
05:13:54 PM,angry,49.8
05:14:00 PM,angry,95.4
05:14:04 PM,sad,93.6
05:14:09 PM,sad,96.3
05:14:14 PM,sad,56.9
05:14:19 PM,sad,85.1
05:14:24 PM,sad,77.7
05:14:29 PM,sad,96.8
05:14:34 PM,sad,99.4
05:14:39 PM,sad,43.9
05:14:44 PM,sad,52.0
05:14:50 PM,sad,86.7
05:14:55 PM,sad,68.8
05:15:00 PM,sad,91.4
05:15:05 PM,sad,99.2
05:15:10 PM,sad,35.4
05:15:16 PM,sad,99.2
05:15:21 PM,sad,40.2
05:15:26 PM,sad,82.6
05:15:31 PM,fear,89.9
05:15:36 PM,fear,94.0
05:15:41 PM,fear,54.7
05:15:41 PM,sad,53.5
05:15:46 PM,sad,68.6
05:15:48 PM,angry,99.2
05:15:53 PM,sad,93.0
05:15:58 PM,sad,49.2
05:16:03 PM,sad,73.7
05:16:08 PM,sad,49.3
05:16:13 PM,sad,87.9
05:16:18 PM,sad,93.0
05:16:23 PM,sad,92.8
05:16:29 PM,sad,79.2
05:16:34 PM,sad,91.8
05:16:39 PM,sad,85.7
05:16:44 PM,sad,98.8
05:16:50 PM,sad,90.6
05:16:55 PM,sad,96.3
05:17:00 PM,sad,97.2
05:17:05 PM,sad,69.0
05:17:10 PM,sad,64.9
05:17:15 PM,sad,75.2
05:17:20 PM,sad,100.0
05:17:26 PM,sad,55.2
05:17:31 PM,sad,79.4
05:17:32 PM,fear,62.2
05:17:37 PM,fear,63.4
05:17:42 PM,fear,87.9
05:17:46 PM,sad,85.1
05:17:51 PM,sad,91.5
05:17:57 PM,sad,58.2
05:18:02 PM,sad,74.3
05:18:07 PM,sad,66.3
05:18:12 PM,sad,94.9
05:18:17 PM,sad,64.6
05:18:22 PM,sad,98.7
05:18:23 PM,neutral,59.0
05:18:28 PM,neutral,69.9
05:18:29 PM,angry,75.3
05:18:34 PM,angry,43.7
05:18:39 PM,sad,96.4
05:18:44 PM,sad,46.2
05:18:49 PM,sad,58.0
05:18:54 PM,sad,47.7
05:18:57 PM,neutral,76.9
05:18:58 PM,sad,74.4
05:19:03 PM,sad,96.3
05:19:08 PM,sad,60.3
05:19:13 PM,sad,96.3
05:19:18 PM,sad,97.3
05:19:23 PM,sad,97.7
05:19:29 PM,sad,91.0
05:19:34 PM,sad,85.4
05:19:39 PM,sad,63.6
05:19:40 PM,fear,49.8
05:19:45 PM,fear,95.9
05:19:46 PM,sad,83.9
05:19:51 PM,sad,53.7
05:19:56 PM,sad,85.2
05:20:01 PM,sad,76.7
05:20:07 PM,sad,77.4
05:20:11 PM,neutral,63.4
05:20:17 PM,neutral,39.4
05:20:22 PM,neutral,78.8
05:20:26 PM,sad,94.6
05:20:31 PM,sad,81.4
05:20:36 PM,sad,82.3
05:20:42 PM,sad,87.8
05:20:47 PM,sad,92.8
05:20:52 PM,sad,84.4
05:20:57 PM,sad,62.2
05:21:02 PM,sad,99.8
05:21:07 PM,sad,74.6
05:21:11 PM,angry,79.8
05:21:16 PM,angry,89.5
05:21:20 PM,fear,82.9
05:21:25 PM,fear,74.9
05:21:30 PM,fear,84.3
05:21:35 PM,fear,63.9
05:21:41 PM,fear,77.2
05:21:46 PM,fear,49.1
05:21:51 PM,fear,44.0
05:21:53 PM,angry,55.0
05:21:58 PM,angry,52.2
05:22:03 PM,angry,74.2
05:22:08 PM,angry,71.4
05:22:11 PM,sad,86.5
05:22:16 PM,sad,68.8
05:22:17 PM,fear,73.7
05:22:18 PM,neutral,43.1
05:22:23 PM,neutral,53.2
05:22:24 PM,angry,54.3
05:22:29 PM,angry,78.4
05:22:34 PM,angry,40.0
05:22:39 PM,angry,59.3
05:22:45 PM,angry,44.7
05:22:50 PM,angry,81.7
05:22:55 PM,angry,58.2
05:22:56 PM,sad,53.1
05:23:01 PM,sad,55.3
05:23:07 PM,sad,74.7
05:23:07 PM,neutral,84.0
05:23:12 PM,neutral,48.7
05:23:18 PM,neutral,70.7
05:23:23 PM,neutral,50.8
05:23:26 PM,sad,61.3
05:23:31 PM,sad,87.2
05:23:31 PM,angry,92.6
05:23:37 PM,angry,56.3
05:23:42 PM,sad,67.1
05:23:47 PM,sad,53.3
05:23:52 PM,sad,93.8
05:23:57 PM,angry,66.3
05:24:02 PM,angry,80.5
05:24:07 PM,angry,75.5
05:24:08 PM,sad,57.9
05:24:11 PM,angry,72.9
05:24:16 PM,angry,72.6
05:24:21 PM,angry,75.1
05:24:26 PM,angry,61.9
05:24:31 PM,angry,88.2
05:24:37 PM,angry,70.5
05:24:43 PM,angry,54.6
05:24:48 PM,angry,69.6
05:24:54 PM,angry,54.0
05:24:55 PM,sad,52.1
05:24:57 PM,angry,48.7
05:25:01 PM,sad,88.1
05:25:06 PM,sad,42.5
05:25:11 PM,sad,82.3
05:25:15 PM,angry,85.2
05:25:20 PM,angry,82.5
05:25:25 PM,angry,73.9
05:25:30 PM,angry,45.5
05:25:35 PM,angry,61.8
05:25:40 PM,angry,43.4
05:25:46 PM,angry,99.3
05:25:51 PM,angry,88.8
05:25:53 PM,sad,41.2
05:25:59 PM,sad,79.6
05:26:02 PM,angry,59.5
05:26:02 PM,sad,60.5
05:26:07 PM,sad,81.4
05:26:12 PM,sad,83.3
05:26:17 PM,sad,42.8
05:26:22 PM,sad,96.0
05:26:28 PM,sad,95.3
05:26:33 PM,sad,46.2
05:26:34 PM,angry,48.0
05:26:39 PM,angry,77.3
05:26:44 PM,angry,42.9
05:26:49 PM,angry,78.5
05:26:54 PM,angry,40.8
05:27:00 PM,angry,72.7
05:27:06 PM,angry,98.9
05:27:10 PM,neutral,58.8
05:27:16 PM,neutral,52.8
05:27:29 PM,neutral,61.1
05:27:34 PM,fear,86.9
05:27:36 PM,sad,98.0
05:27:41 PM,sad,90.9
05:27:48 PM,sad,85.9
05:27:54 PM,sad,85.5
05:27:59 PM,sad,93.9
05:28:04 PM,sad,87.8
05:28:09 PM,sad,37.9
05:28:11 PM,neutral,54.2
05:28:12 PM,fear,75.9
05:28:18 PM,fear,88.4
05:28:23 PM,fear,90.8
05:28:28 PM,fear,80.6
05:28:33 PM,fear,82.0
05:28:38 PM,fear,78.6
05:28:43 PM,fear,87.8
05:28:48 PM,fear,59.4
05:28:54 PM,fear,75.8
05:30:15 PM,,84.8
05:30:16 PM,neutral,98.0
05:30:19 PM,angry,63.0
05:30:24 PM,angry,50.3
05:30:29 PM,angry,71.7
05:30:34 PM,angry,49.3
05:30:39 PM,angry,40.8
05:30:44 PM,angry,66.6
05:30:49 PM,angry,46.4
05:30:55 PM,angry,60.8
05:31:00 PM,angry,62.9
05:31:05 PM,angry,70.7
05:31:08 PM,fear,51.4
05:31:14 PM,fear,52.0
05:31:19 PM,fear,91.1
05:31:24 PM,fear,81.2
05:31:29 PM,fear,87.7
05:31:33 PM,sad,97.4
05:31:38 PM,sad,95.3
05:31:43 PM,sad,95.3
05:31:48 PM,sad,94.0
05:31:53 PM,sad,76.5
05:31:58 PM,sad,88.3
05:32:02 PM,fear,58.9
05:32:07 PM,fear,69.2
05:32:12 PM,fear,77.6
05:32:15 PM,angry,66.2
05:32:20 PM,angry,66.3
05:32:25 PM,angry,90.0
05:32:25 PM,sad,91.3
05:32:31 PM,sad,65.8
05:32:36 PM,sad,81.0
05:32:41 PM,sad,99.4
05:32:46 PM,sad,71.5
05:32:51 PM,sad,68.7
05:32:55 PM,neutral,78.9
05:32:56 PM,angry,67.8
05:33:01 PM,angry,91.0
05:33:03 PM,neutral,58.3
05:33:03 PM,angry,57.8
05:33:06 PM,fear,100.0
05:33:11 PM,fear,70.0
05:33:17 PM,fear,77.1
05:33:22 PM,fear,65.8
05:33:28 PM,fear,91.0
05:33:33 PM,fear,70.8
05:33:39 PM,fear,84.9
05:33:44 PM,fear,97.3
05:33:50 PM,fear,44.1
05:33:55 PM,fear,59.5
05:34:00 PM,fear,92.8
05:34:05 PM,fear,64.3
05:34:10 PM,fear,55.6
05:34:16 PM,fear,59.0
05:34:16 PM,sad,56.3
05:34:22 PM,sad,68.5
05:35:22 PM,,70.5
05:35:23 PM,angry,82.6
05:35:28 PM,angry,78.6
05:35:28 PM,fear,72.4
05:35:33 PM,fear,50.4
05:35:36 PM,disgust,58.6
05:35:42 PM,disgust,41.6
05:35:43 PM,angry,46.0
05:35:48 PM,angry,50.8
05:35:53 PM,angry,44.2
05:35:58 PM,angry,74.6
05:36:03 PM,angry,69.9
05:36:08 PM,angry,84.7
05:36:13 PM,angry,57.7
05:36:18 PM,angry,57.2
05:36:23 PM,angry,34.2
05:36:28 PM,angry,74.2
05:36:34 PM,angry,91.3
05:36:39 PM,angry,57.1
05:36:43 PM,fear,63.1
05:36:48 PM,fear,94.0
05:36:53 PM,fear,50.1
05:36:54 PM,angry,58.0
05:36:59 PM,sad,63.2
05:37:04 PM,sad,75.3
05:37:09 PM,sad,47.9
05:37:14 PM,sad,38.1
05:37:19 PM,sad,89.0
05:37:24 PM,sad,52.3
05:37:30 PM,sad,63.0
05:37:35 PM,sad,78.8
05:37:40 PM,sad,99.9
05:37:45 PM,sad,42.1
05:37:50 PM,sad,95.0
05:37:56 PM,sad,98.2
05:38:01 PM,sad,99.3
05:38:06 PM,sad,99.2
05:38:11 PM,sad,99.8
05:38:16 PM,sad,100.0
05:38:21 PM,sad,99.6
05:38:26 PM,sad,89.4
05:38:32 PM,sad,85.6
05:38:33 PM,fear,60.2
05:38:38 PM,fear,73.0
05:38:44 PM,fear,78.7
05:38:47 PM,angry,58.1
05:38:48 PM,sad,81.3
05:38:53 PM,sad,43.6
05:38:58 PM,sad,97.3
05:39:03 PM,sad,83.3
05:39:08 PM,sad,99.4
05:39:14 PM,sad,76.2
05:39:19 PM,sad,57.4
05:39:23 PM,angry,42.9
05:39:28 PM,angry,70.4
05:39:33 PM,sad,64.0
05:39:39 PM,sad,29.0
05:39:43 PM,neutral,43.5
05:39:48 PM,neutral,77.6
05:39:52 PM,fear,58.6
05:39:58 PM,fear,56.8
05:40:03 PM,fear,55.1
05:40:08 PM,fear,41.8
05:40:13 PM,fear,76.8
05:40:18 PM,fear,72.6
05:40:23 PM,fear,62.2
05:40:28 PM,fear,75.1
05:40:33 PM,fear,60.8
05:40:39 PM,fear,54.4
05:40:41 PM,angry,61.2
05:40:44 PM,fear,74.6
05:40:45 PM,angry,66.1
05:40:50 PM,angry,76.1
05:40:52 PM,fear,51.7
05:40:55 PM,sad,57.0
05:41:00 PM,sad,29.1
05:41:04 PM,fear,40.3
05:41:12 PM,angry,60.7
05:41:13 PM,fear,81.0
05:41:18 PM,fear,70.6
05:41:23 PM,fear,74.1
05:41:28 PM,fear,41.6
05:41:33 PM,fear,53.2
05:41:39 PM,fear,72.9
05:41:45 PM,fear,63.9
05:41:50 PM,fear,54.1
05:41:55 PM,fear,79.5
05:42:01 PM,fear,61.8
05:42:06 PM,fear,83.4
05:42:11 PM,fear,90.3
05:42:16 PM,fear,60.5
05:42:21 PM,fear,80.3
05:42:26 PM,fear,57.3
05:42:32 PM,fear,61.9
05:42:37 PM,fear,75.1
05:42:42 PM,fear,47.3
05:42:47 PM,fear,49.4
05:42:53 PM,fear,42.9
05:42:58 PM,fear,54.7
05:43:03 PM,fear,46.3
05:43:08 PM,fear,77.7
05:43:08 PM,sad,81.2
05:43:15 PM,sad,84.5
05:43:20 PM,sad,70.4
05:43:22 PM,fear,37.7
05:43:27 PM,fear,76.4
05:43:33 PM,fear,74.7
05:43:38 PM,fear,48.5
05:43:43 PM,angry,36.8
05:43:48 PM,angry,71.7
05:43:53 PM,angry,46.6
05:43:55 PM,fear,49.1
05:44:00 PM,fear,61.1
05:44:05 PM,fear,45.1
05:44:10 PM,fear,96.6
05:44:12 PM,sad,91.3
05:44:17 PM,sad,67.1
05:44:23 PM,sad,86.7
05:44:28 PM,sad,89.7
05:44:33 PM,sad,100.0
05:44:39 PM,sad,80.3
05:44:44 PM,sad,58.7
05:44:49 PM,sad,46.5
05:45:58 PM,,70.3
05:45:58 PM,angry,85.1
05:46:02 PM,neutral,42.5
05:46:04 PM,angry,45.1
05:46:09 PM,angry,61.2
05:46:14 PM,angry,63.3
05:46:19 PM,angry,75.7
05:46:25 PM,angry,61.9
05:46:30 PM,angry,47.9
05:46:35 PM,angry,54.3
05:46:40 PM,angry,86.2
05:46:45 PM,angry,42.4
05:46:48 PM,neutral,85.7
05:46:48 PM,angry,60.0
05:46:50 PM,fear,91.0
05:46:55 PM,fear,99.4
05:46:58 PM,sad,90.0
05:47:03 PM,sad,83.4
05:47:09 PM,sad,59.3
05:47:14 PM,sad,74.5
05:47:19 PM,sad,61.0
05:47:22 PM,fear,65.6
05:47:26 PM,sad,100.0
05:47:32 PM,sad,100.0
05:47:37 PM,sad,65.6
05:47:42 PM,sad,73.7
05:47:47 PM,sad,90.2
05:47:52 PM,sad,91.2
05:47:57 PM,sad,81.4
05:48:02 PM,sad,80.3
05:48:08 PM,sad,55.5
05:48:10 PM,angry,40.5
05:48:15 PM,angry,80.9
05:48:18 PM,sad,92.5
05:48:23 PM,sad,88.1
05:48:28 PM,sad,66.8
05:48:33 PM,sad,59.1
05:48:38 PM,sad,63.5
05:48:40 PM,angry,71.2
05:48:45 PM,angry,67.7
05:48:50 PM,angry,90.4
05:48:52 PM,fear,92.1
05:48:53 PM,sad,93.4
05:48:58 PM,sad,87.0
05:49:03 PM,sad,76.0
05:49:08 PM,sad,80.8
05:49:13 PM,sad,82.0
05:49:19 PM,sad,58.6
05:49:24 PM,sad,75.5
06:03:50 PM,,56.3
06:03:54 PM,angry,100.0
06:04:00 PM,angry,86.2
06:04:01 PM,happy,65.5
06:04:05 PM,neutral,99.3
06:04:10 PM,neutral,100.0
06:04:15 PM,happy,99.8
06:04:22 PM,happy,97.9
06:04:26 PM,sad,99.9
06:04:32 PM,sad,96.2
06:04:35 PM,angry,84.0
06:04:40 PM,angry,72.8
06:04:45 PM,angry,44.1
06:04:50 PM,angry,76.2
06:04:55 PM,angry,67.3
06:05:01 PM,angry,63.2
06:05:06 PM,angry,41.2
06:05:12 PM,angry,89.0
06:05:17 PM,neutral,37.4
06:05:18 PM,sad,31.0
06:05:23 PM,sad,63.0
06:05:27 PM,neutral,38.4
06:05:28 PM,sad,49.9
06:05:34 PM,sad,98.9
06:05:38 PM,angry,44.8
06:05:43 PM,angry,80.7
06:05:49 PM,angry,87.4
06:05:54 PM,angry,94.3
06:05:54 PM,sad,33.7
06:05:59 PM,sad,73.4
06:06:04 PM,sad,73.9
06:06:06 PM,angry,81.7
06:06:12 PM,angry,78.2
06:06:17 PM,angry,42.2
06:06:22 PM,angry,98.9
06:06:24 PM,sad,86.1
06:06:29 PM,sad,46.6
06:06:34 PM,sad,99.1
06:06:39 PM,sad,75.9
06:06:45 PM,sad,47.0
06:06:50 PM,sad,98.3
06:06:55 PM,angry,99.8
06:07:00 PM,angry,97.5
06:07:01 PM,sad,99.6
06:07:06 PM,sad,45.3
06:07:11 PM,sad,50.9
06:07:16 PM,sad,96.0
06:07:21 PM,sad,99.9
06:07:26 PM,sad,90.8
06:07:32 PM,sad,100.0
06:07:37 PM,sad,70.1
06:07:42 PM,sad,100.0
06:07:47 PM,sad,99.7
06:07:52 PM,sad,100.0
06:07:57 PM,sad,100.0
06:08:03 PM,sad,97.9
06:08:08 PM,sad,65.9
06:08:13 PM,sad,83.4
06:08:18 PM,sad,87.0
06:08:24 PM,sad,51.1
06:08:29 PM,sad,69.7
06:08:33 PM,angry,80.0
06:08:38 PM,angry,52.2
06:08:43 PM,angry,55.6
06:08:48 PM,angry,67.1
06:08:53 PM,sad,73.0
06:08:58 PM,sad,73.8
06:09:03 PM,angry,81.5
06:09:08 PM,angry,80.7
06:09:08 PM,sad,75.0
06:09:14 PM,sad,99.7
06:09:19 PM,sad,100.0
06:09:24 PM,sad,75.3
06:09:29 PM,sad,97.6
06:09:34 PM,sad,100.0
06:09:39 PM,sad,39.7
06:09:41 PM,angry,62.3
06:09:47 PM,angry,42.3
06:09:52 PM,angry,91.4
06:09:54 PM,sad,64.0
06:10:00 PM,sad,70.8
06:10:03 PM,neutral,42.2
06:10:08 PM,neutral,99.7
06:10:45 PM,neutral,98.6
06:10:48 PM,sad,98.9
06:10:53 PM,sad,95.9
06:10:59 PM,sad,98.2
06:11:04 PM,sad,98.0
06:12:16 PM,sad,97.1
06:12:21 PM,sad,98.0
06:12:27 PM,sad,98.9
06:12:32 PM,sad,99.9
06:12:37 PM,sad,99.8
06:12:42 PM,sad,99.5
06:12:48 PM,sad,99.7
06:12:53 PM,sad,99.9
06:12:59 PM,sad,99.7
06:13:04 PM,sad,51.4
06:13:09 PM,sad,100.0
06:13:14 PM,sad,99.8
06:13:19 PM,sad,100.0
06:13:24 PM,sad,100.0
06:13:29 PM,sad,100.0
06:13:35 PM,sad,100.0
06:13:40 PM,sad,100.0
06:13:45 PM,sad,99.9
06:13:50 PM,sad,99.5
06:13:55 PM,sad,99.0
06:14:01 PM,sad,94.1
06:14:06 PM,sad,99.2
06:14:11 PM,sad,98.8
06:14:16 PM,sad,91.0
06:14:21 PM,sad,99.9
06:14:26 PM,sad,100.0
06:14:32 PM,sad,100.0
06:14:37 PM,sad,100.0
06:14:42 PM,sad,100.0
06:14:47 PM,sad,60.7
06:14:52 PM,sad,98.1
06:14:58 PM,sad,41.4
06:15:03 PM,sad,98.9
06:15:09 PM,sad,98.1
06:15:14 PM,sad,96.1
06:15:19 PM,sad,99.8
06:15:24 PM,sad,100.0
06:15:29 PM,sad,96.3
06:15:34 PM,sad,99.9
06:15:39 PM,sad,99.8
06:15:44 PM,sad,91.7
06:15:49 PM,sad,90.2
06:15:53 PM,happy,83.9
06:15:58 PM,happy,100.0
