Time,Emotion,Confidence
06:15:59 PM,sad,100.0
06:16:04 PM,sad,99.8
06:16:12 PM,sad,43.2
06:16:17 PM,sad,98.5
06:16:22 PM,sad,77.1
06:16:28 PM,sad,99.6
06:16:33 PM,sad,98.0
06:16:38 PM,sad,99.2
06:16:43 PM,sad,93.5
06:16:48 PM,sad,99.5
06:16:53 PM,sad,98.9
06:16:58 PM,sad,98.5
06:17:03 PM,sad,63.5
06:17:08 PM,sad,56.4
06:17:13 PM,sad,99.7
06:17:19 PM,sad,99.9
06:17:24 PM,sad,99.9
06:17:29 PM,sad,100.0
06:17:34 PM,sad,99.9
06:17:40 PM,sad,99.8
06:17:45 PM,sad,99.9
06:17:50 PM,sad,98.7
06:17:55 PM,sad,99.9
06:18:00 PM,sad,93.8
06:18:06 PM,sad,85.2
06:18:19 PM,sad,79.5
06:18:24 PM,sad,100.0
06:18:29 PM,sad,100.0
06:18:35 PM,sad,99.9
06:18:40 PM,sad,99.9
06:18:45 PM,sad,100.0
06:18:50 PM,sad,97.2
06:18:55 PM,sad,100.0
06:19:01 PM,sad,98.1
06:19:06 PM,sad,99.9
06:19:11 PM,sad,94.6
06:19:17 PM,sad,99.5
06:19:22 PM,sad,99.5
06:19:27 PM,sad,100.0
06:19:32 PM,sad,98.3
06:19:37 PM,sad,99.2
06:19:44 PM,sad,80.5
06:19:49 PM,sad,81.1
06:20:13 PM,sad,68.4
06:20:19 PM,sad,55.6
06:20:24 PM,sad,99.9
06:20:29 PM,sad,88.8
06:20:34 PM,sad,98.6
06:20:39 PM,sad,100.0
06:20:44 PM,sad,100.0
06:20:49 PM,sad,100.0
06:20:54 PM,sad,97.7
06:21:00 PM,sad,99.9
06:21:05 PM,sad,99.2
06:21:10 PM,sad,99.8
06:21:15 PM,sad,99.1
06:21:21 PM,sad,90.3
06:21:26 PM,sad,99.2
06:21:31 PM,sad,99.6
06:21:36 PM,sad,99.3
06:21:41 PM,sad,99.7
06:21:46 PM,sad,89.2
06:21:51 PM,sad,58.4
06:21:56 PM,sad,99.8
06:22:02 PM,sad,96.7
06:22:17 PM,sad,99.1
06:22:37 PM,sad,71.4
06:22:42 PM,sad,96.2
06:22:48 PM,sad,98.6
06:22:53 PM,sad,80.8
06:22:58 PM,angry,52.2
06:23:03 PM,angry,56.2
06:23:08 PM,angry,46.3
06:23:13 PM,angry,65.3
06:23:18 PM,angry,60.3
06:23:23 PM,angry,99.4
06:23:25 PM,sad,99.0
06:23:44 PM,sad,81.7
06:23:49 PM,sad,99.8
06:23:54 PM,sad,99.7
06:23:59 PM,sad,99.8
06:24:05 PM,sad,100.0
06:24:10 PM,sad,99.9
06:24:15 PM,sad,99.5
06:24:22 PM,sad,72.2
06:24:32 PM,sad,98.3
06:24:37 PM,sad,97.9
06:24:42 PM,sad,99.6
06:24:48 PM,sad,100.0
06:24:53 PM,sad,99.7
06:24:58 PM,sad,98.3
06:25:03 PM,sad,98.6
06:25:13 PM,sad,99.5
06:25:21 PM,sad,100.0
06:25:26 PM,sad,98.0
06:25:31 PM,sad,98.7
06:25:36 PM,sad,99.4
06:25:41 PM,sad,99.1
06:25:46 PM,sad,98.2
06:25:52 PM,sad,98.0
06:25:57 PM,sad,58.1
06:26:02 PM,sad,97.1
06:26:07 PM,sad,61.2
06:26:12 PM,sad,99.2
06:26:17 PM,sad,99.7
06:26:23 PM,sad,99.3
06:26:28 PM,sad,100.0
06:26:33 PM,sad,100.0
06:26:55 PM,sad,68.6
06:27:00 PM,sad,99.7
06:27:05 PM,sad,99.6
06:27:10 PM,sad,99.3
06:27:15 PM,sad,99.0
06:27:20 PM,sad,100.0
06:27:25 PM,sad,97.3
06:27:31 PM,sad,65.9
06:27:36 PM,sad,99.5
06:27:40 PM,neutral,69.0
06:27:45 PM,neutral,56.4
06:27:50 PM,neutral,84.8
06:27:56 PM,neutral,48.1
06:28:01 PM,neutral,85.5
06:28:04 PM,sad,96.7
06:28:54 PM,sad,61.4
06:29:29 PM,sad,98.8
06:29:34 PM,sad,99.9
06:29:39 PM,sad,100.0
06:29:45 PM,sad,99.0
06:29:50 PM,sad,98.2
06:29:55 PM,sad,95.1
06:30:00 PM,sad,97.7
06:30:05 PM,sad,97.8
06:30:10 PM,sad,99.0
06:30:15 PM,sad,98.8
06:30:21 PM,sad,99.7
06:30:26 PM,sad,96.9
06:30:31 PM,sad,99.7
06:30:36 PM,sad,99.9
06:30:46 PM,sad,100.0
06:30:51 PM,sad,69.8
06:31:28 PM,sad,93.7
06:31:38 PM,sad,78.6
06:31:43 PM,angry,54.9
06:31:51 PM,angry,90.8
06:32:47 PM,angry,96.9
06:32:52 PM,sad,97.5
06:32:57 PM,sad,100.0
06:33:02 PM,sad,99.9
06:33:08 PM,sad,99.7
06:33:13 PM,sad,99.7
06:33:18 PM,sad,99.3
06:33:24 PM,sad,100.0
06:33:29 PM,sad,98.6
06:33:34 PM,sad,92.7
06:33:40 PM,sad,97.6
06:33:45 PM,sad,96.8
06:33:50 PM,sad,96.6
06:33:59 PM,sad,98.6
06:34:05 PM,sad,99.1
06:34:10 PM,sad,98.4
06:34:15 PM,sad,99.6
06:34:20 PM,sad,98.5
06:34:25 PM,sad,98.9
06:34:31 PM,sad,100.0
06:34:36 PM,sad,52.7
06:34:41 PM,sad,69.8
06:34:44 PM,angry,80.0
06:34:49 PM,sad,99.8
06:34:54 PM,sad,52.4
06:35:00 PM,sad,86.3
06:35:05 PM,sad,100.0
06:35:10 PM,sad,99.7
06:35:16 PM,sad,100.0
06:35:26 PM,sad,73.7
06:35:32 PM,sad,74.9
06:35:40 PM,sad,68.8
06:35:46 PM,sad,55.8
06:35:51 PM,sad,60.7
06:35:56 PM,sad,63.8
06:36:01 PM,sad,54.1
06:36:06 PM,sad,63.4
06:36:11 PM,sad,97.4
06:36:16 PM,sad,100.0
06:36:22 PM,sad,99.9
06:36:27 PM,sad,58.7
06:36:32 PM,sad,100.0
06:36:50 PM,sad,96.3
06:36:55 PM,sad,99.2
06:37:00 PM,sad,99.9
06:37:05 PM,sad,99.9
06:37:10 PM,sad,99.4
06:37:16 PM,sad,99.5
06:37:21 PM,sad,64.0
06:37:24 PM,angry,80.7
06:37:29 PM,angry,99.1
06:37:32 PM,sad,97.3
06:37:37 PM,sad,96.5
06:37:42 PM,sad,99.6
06:37:47 PM,sad,99.5
06:37:52 PM,sad,99.5
06:37:58 PM,sad,100.0
06:38:03 PM,sad,100.0
06:38:08 PM,sad,99.9
06:38:13 PM,sad,100.0
06:38:18 PM,sad,100.0
06:38:24 PM,sad,99.5
06:38:29 PM,sad,98.8
06:38:34 PM,sad,88.0
06:38:39 PM,sad,93.1
06:38:41 PM,fear,56.5
06:38:46 PM,fear,90.5
06:38:51 PM,fear,77.1
06:38:52 PM,happy,81.3
06:38:54 PM,sad,99.9
06:38:59 PM,sad,90.9
06:39:10 PM,sad,97.9
06:39:15 PM,sad,99.3
06:39:20 PM,sad,99.2
06:39:25 PM,sad,99.9
06:39:31 PM,sad,99.3
06:39:36 PM,sad,99.0
06:39:42 PM,sad,99.2
06:39:51 PM,sad,87.3
06:39:57 PM,sad,99.1
06:40:04 PM,sad,99.8
06:40:09 PM,sad,99.4
06:40:17 PM,sad,99.2
06:40:24 PM,sad,96.9
06:40:30 PM,sad,96.9
06:40:37 PM,sad,96.0
06:40:42 PM,sad,98.6
06:40:47 PM,sad,100.0
06:40:53 PM,sad,82.7
06:40:58 PM,sad,59.0
06:41:04 PM,sad,90.2
06:41:09 PM,sad,100.0
06:41:15 PM,sad,84.0
06:41:21 PM,sad,82.2
06:41:27 PM,sad,88.1
06:41:38 PM,sad,76.8
06:41:43 PM,sad,76.6
06:41:48 PM,sad,73.7
06:41:53 PM,sad,75.7
06:41:55 PM,angry,78.5
06:42:04 PM,angry,69.1
06:42:09 PM,angry,84.1
06:42:14 PM,angry,98.1
06:42:20 PM,angry,99.6
06:42:26 PM,angry,84.2
06:42:34 PM,angry,61.2
06:42:39 PM,angry,89.8
06:42:45 PM,angry,99.7
06:42:50 PM,angry,91.4
06:42:53 PM,sad,73.2
06:42:58 PM,sad,57.1
06:43:04 PM,sad,99.8
06:43:09 PM,sad,69.6
06:43:14 PM,sad,99.0
06:43:20 PM,sad,99.0
06:43:26 PM,sad,95.9
06:43:31 PM,sad,98.6
06:43:36 PM,sad,98.9
06:43:41 PM,sad,99.5
06:43:47 PM,sad,96.8
06:43:52 PM,sad,98.3
06:43:57 PM,sad,98.1
06:44:02 PM,sad,98.1
06:44:07 PM,sad,99.1
06:44:12 PM,sad,98.7
06:44:18 PM,sad,95.3
06:44:23 PM,sad,98.9
06:44:28 PM,sad,97.0
06:44:33 PM,sad,98.8
06:44:38 PM,sad,100.0
06:44:43 PM,sad,96.9
06:44:48 PM,sad,96.4
06:44:53 PM,sad,95.9
06:44:58 PM,sad,99.2
06:45:04 PM,sad,94.0
06:45:09 PM,sad,91.2
06:45:14 PM,sad,99.7
06:45:20 PM,sad,90.3
06:45:29 PM,sad,98.6
06:45:38 PM,sad,98.2
06:45:44 PM,sad,98.9
06:45:49 PM,sad,82.8
06:45:54 PM,sad,99.4
06:45:59 PM,sad,96.0
06:46:05 PM,sad,99.5
06:46:10 PM,sad,99.8
06:46:15 PM,sad,86.0
06:46:20 PM,sad,100.0
06:46:26 PM,sad,98.9
06:46:31 PM,sad,94.4
06:46:36 PM,sad,87.3
06:46:41 PM,sad,98.1
06:46:47 PM,sad,97.8
06:46:52 PM,sad,97.1
06:46:57 PM,sad,98.7
06:47:02 PM,sad,82.3
06:47:07 PM,sad,67.9
06:47:12 PM,sad,94.7
06:47:17 PM,sad,57.6
06:47:22 PM,sad,99.9
06:47:27 PM,sad,82.5
06:47:33 PM,sad,95.5
06:47:37 PM,angry,92.2
06:47:43 PM,angry,79.5
06:47:48 PM,angry,82.6
06:47:53 PM,angry,96.4
